1|Hệ thống đáng tin cậy|1
2|Thuộc tính của độ tin cậy|0
3|Hệ thống xã hội-kỹ thuật|0
4|Dự phòng và đa dạng hóa|0
5|Quy trình đáng tin cậy|0
6|Phương pháp chính thức và độ tin cậy|0
7|Kỹ thuật độ tin cậy|1
8|Khả dụng và độ tin cậy|0
9|Yêu cầu độ tin cậy|0
10|Kiến trúc chịu lỗi|0
11|Lập trình cho độ tin cậy|0
12|Đo lường độ tin cậy|0
13|Kỹ thuật an toàn|1
14|Hệ thống quan trọng về an toàn|0
15|Yêu cầu an toàn|0
16|Quy trình kỹ thuật an toàn|0
17|Các trường hợp an toàn|0
18|Kỹ thuật an ninh|1
19|An ninh và độ tin cậy|0
20|An ninh và tổ chức|0
21|Yêu cầu an ninh|0
22|Thiết kế hệ thống an toàn|0
23|Kiểm tra và đảm bảo an ninh|0
24|Kỹ thuật chịu đựng|1
25|An ninh mạng|0
26|Chịu đựng xã hội-kỹ thuật|0
27|Thiết kế hệ thống chịu đựng|0
28|Tái sử dụng phần mềm|1
29|Bức tranh tái sử dụng|0
30|Khung ứng dụng|0
31|Dòng sản phẩm phần mềm|0
32|Tái sử dụng hệ thống ứng dụng|0
33|Hệ thống của các hệ thống|1
34|Độ phức tạp của hệ thống|0
35|Phân loại hệ thống của các hệ thống|0
36|Giảm bớt và hệ thống phức hợp|0
37|Kỹ thuật hệ thống của các hệ thống|0
38|Kiến trúc hệ thống của các hệ thống|0
